0.841069	0.785398	0.523599	0	1	12	13	24	25	36	37
0.841069	0.785398	1.5708	2	3	14	15	26	27	38	39
0.841069	0.785398	2.61799	4	5	16	17	28	29	40	41
0.841069	0.785398	3.66519	6	7	18	19	30	31	42	43
0.841069	0.785398	4.71239	8	9	20	21	32	33	44	45
0.841069	0.785398	5.75959	10	11	22	23	34	35	46	47
0.841069	2.35619	0.523599	48	49	60	61	72	73	84	85
0.841069	2.35619	1.5708	50	51	62	63	74	75	86	87
0.841069	2.35619	2.61799	52	53	64	65	76	77	88	89
0.841069	2.35619	3.66519	54	55	66	67	78	79	90	91
0.841069	2.35619	4.71239	56	57	68	69	80	81	92	93
0.841069	2.35619	5.75959	58	59	70	71	82	83	94	95
0.841069	3.92699	0.523599	96	97	108	109	120	121	132	133
0.841069	3.92699	1.5708	98	99	110	111	122	123	134	135
0.841069	3.92699	2.61799	100	101	112	113	124	125	136	137
0.841069	3.92699	3.66519	102	103	114	115	126	127	138	139
0.841069	3.92699	4.71239	104	105	116	117	128	129	140	141
0.841069	3.92699	5.75959	106	107	118	119	130	131	142	143
0.841069	5.49779	0.523599	144	145	156	157	168	169	180	181
0.841069	5.49779	1.5708	146	147	158	159	170	171	182	183
0.841069	5.49779	2.61799	148	149	160	161	172	173	184	185
0.841069	5.49779	3.66519	150	151	162	163	174	175	186	187
0.841069	5.49779	4.71239	152	153	164	165	176	177	188	189
0.841069	5.49779	5.75959	154	155	166	167	178	179	190	191
1.5708	0	0.523599	192	193	204	205	216	217	228	229
1.5708	0	1.5708	194	195	206	207	218	219	230	231
1.5708	0	2.61799	196	197	208	209	220	221	232	233
1.5708	0	3.66519	198	199	210	211	222	223	234	235
1.5708	0	4.71239	200	201	212	213	224	225	236	237
1.5708	0	5.75959	202	203	214	215	226	227	238	239
1.5708	1.5708	0.523599	240	241	252	253	264	265	276	277
1.5708	1.5708	1.5708	242	243	254	255	266	267	278	279
1.5708	1.5708	2.61799	244	245	256	257	268	269	280	281
1.5708	1.5708	3.66519	246	247	258	259	270	271	282	283
1.5708	1.5708	4.71239	248	249	260	261	272	273	284	285
1.5708	1.5708	5.75959	250	251	262	263	274	275	286	287
1.5708	3.14159	0.523599	288	289	300	301	312	313	324	325
1.5708	3.14159	1.5708	290	291	302	303	314	315	326	327
1.5708	3.14159	2.61799	292	293	304	305	316	317	328	329
1.5708	3.14159	3.66519	294	295	306	307	318	319	330	331
1.5708	3.14159	4.71239	296	297	308	309	320	321	332	333
1.5708	3.14159	5.75959	298	299	310	311	322	323	334	335
1.5708	4.71239	0.523599	336	337	348	349	360	361	372	373
1.5708	4.71239	1.5708	338	339	350	351	362	363	374	375
1.5708	4.71239	2.61799	340	341	352	353	364	365	376	377
1.5708	4.71239	3.66519	342	343	354	355	366	367	378	379
1.5708	4.71239	4.71239	344	345	356	357	368	369	380	381
1.5708	4.71239	5.75959	346	347	358	359	370	371	382	383
2.30052	0.785398	0.523599	384	385	396	397	408	409	420	421
2.30052	0.785398	1.5708	386	387	398	399	410	411	422	423
2.30052	0.785398	2.61799	388	389	400	401	412	413	424	425
2.30052	0.785398	3.66519	390	391	402	403	414	415	426	427
2.30052	0.785398	4.71239	392	393	404	405	416	417	428	429
2.30052	0.785398	5.75959	394	395	406	407	418	419	430	431
2.30052	2.35619	0.523599	432	433	444	445	456	457	468	469
2.30052	2.35619	1.5708	434	435	446	447	458	459	470	471
2.30052	2.35619	2.61799	436	437	448	449	460	461	472	473
2.30052	2.35619	3.66519	438	439	450	451	462	463	474	475
2.30052	2.35619	4.71239	440	441	452	453	464	465	476	477
2.30052	2.35619	5.75959	442	443	454	455	466	467	478	479
2.30052	3.92699	0.523599	480	481	492	493	504	505	516	517
2.30052	3.92699	1.5708	482	483	494	495	506	507	518	519
2.30052	3.92699	2.61799	484	485	496	497	508	509	520	521
2.30052	3.92699	3.66519	486	487	498	499	510	511	522	523
2.30052	3.92699	4.71239	488	489	500	501	512	513	524	525
2.30052	3.92699	5.75959	490	491	502	503	514	515	526	527
2.30052	5.49779	0.523599	528	529	540	541	552	553	564	565
2.30052	5.49779	1.5708	530	531	542	543	554	555	566	567
2.30052	5.49779	2.61799	532	533	544	545	556	557	568	569
2.30052	5.49779	3.66519	534	535	546	547	558	559	570	571
2.30052	5.49779	4.71239	536	537	548	549	560	561	572	573
2.30052	5.49779	5.75959	538	539	550	551	562	563	574	575
